"","Watershed","Site","SampleDate","Organization","VisitID","Category","StreamName","VisitYear","LON_DD","LAT_DD","ValleyClass","Channel_Type","CUMDRAINAG","DistPrin1","NatPrin1","NatPrin2","MeanU","SlowWater_Area","SlowWater_Ct","SlowWater_Vol","SlowWater_Pct","FstTurb_Area","FstTurb_Ct","FstTurb_Vol","FstTurb_Pct","FstNT_Ct","FstNT_Vol","FstNT_Pct","Grad","Sin","Lgth_Wet","Area_Wet","WetVol","WetWdth_Int","WetBraid","DpthWet_SD","WetWdth_CV","WetWdth_Avg","WetSCWdth","SlowWater_Freq","FstTurb_Freq","FstNT_Freq","DpthThlwg_Avg","PoolResidDpth","WetSCL_Area","SCSm_Area","WetSC_Pct","SCSm_Freq","SCSm_Vol","Q","SubD16","SubD50","SubD84","Cond","FishCovLW","FishCovTVeg","FishCovArt","FishCovNone","FishCovAqVeg","FishCovTotal","SC_Area","SC_Area_Pct","ChnlUnitTotal_Ct","CU_Ct","CU_Freq","SubEstBldr","SubEstCbl","SubEstSandFines","SubEstGrvl","LWVol_Wet","LWVol_WetFstNT","LWVol_WetFstTurb","LWVol_WetSlow","UcutArea","UcutLgth","LWcnt_Wet","LWFreq_Wet","UcutLgth_Pct","UcutArea_Pct"
"695","Entiat","ENT00001-1BC3","2015-08-09","Terraqua Inc.",3307,"1BC","Entiat River",2015,-120.24456,47.66366,NA,NA,NA,NA,NA,NA,NA,2027.1819,3,881.5537,27.868,5247.0397,4,1754.9937,72.132,0,0,0,0.9874,1.0318,298.5348,7274.2069,2636.5478,24.3664,1.3645,0.1549,0.1419,20.0476,12.9926,1.0049,1.3399,0,0.5354,0.2328,1163.2613,0,15.9916,0,0,2.7587,38,163,311,82.4,2.5482,2.1077,0,80.7919,14.7278,19.3836,0,0,7,7,2.34478526456547,22.9971,45.7451,9.9223,21.3355,3.24210005655977,NA,0.995036641171495,2.24706341538827,NA,NA,10,3.34969323509353,NA,NA
"696","Entiat","ENT00001-1BC4","2015-08-05","Terraqua Inc.",3308,"1BC","Entiat River",2015,-120.24873,47.66283,"Depositional","Island_braided",1071.91504,0.99,-0.66,-0.6,630.98999,2203.5809,3,1162.4372,26.2256,5290.0339,4,1696.5361,62.9587,1,352.2833,10.8157,0.9044,1.023,314.6311,8409.1948,3211.2591,26.7272,1,0.2163,0.2016,19.2429,NA,0.9535,1.2713,0.3178,0.5519,0.7296,2321.2379,0,27.6259,0,0,2.9657,57,180,325,72,0.4088,0,0,99.5912,0,0.4088,400,4.7605,8,8,2.54266027738517,37.8301,47.9472,9.3429,4.8798,9.41847906749893,0.691150383789755,5.25172189918972,2.00292239629617,NA,NA,21,6.67448322813606,NA,NA
"697","Entiat","ENT00001-1BC5","2015-08-06","Terraqua Inc.",3309,"1BC","Entiat River",2015,-120.25254,47.66422,"Depositional","Island_braided",1068.01001,0.99,-0.66,-0.6,630.45001,0,0,0,0,6388.5839,1,2382.0897,100,0,0,0,0.9229,1.0636,303.0336,6388.3254,2382.0889,21.0812,1,0.1583,0.1385,21.1,NA,0,0.33,0,0.5599,NA,0,0,0,0,0,3.082,6,161,350,80.5,0,0,0,95,5,5,0,0,1,1,0.329996409639063,45,25,15,15,0.329741564920785,NA,0.329741564920785,NA,NA,NA,1,0.329996409639063,NA,NA
"698","Entiat","ENT00001-1BC6","2015-08-07","Terraqua Inc.",3310,"1BC","Entiat River",2015,-120.25677,47.66382,"Depositional","Island_braided",1068.01001,0.99,-0.66,-0.6,630.45001,0,0,0,0,6855.1113,1,2215.2288,100,0,0,0,0.9317,1.1045,306.0377,6855.1113,2215.2288,22.3996,1,0.1428,0.1711,22.3113,NA,0,0.3268,0,0.4822,NA,0,0,0,0,0,3.11,66,145,297,79.8,0,0,0,100,0,0,0,0,1,1,0.326757128288443,30,40,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Entiat","ENT00001-1D4","2015-09-09","Terraqua Inc.",3311,"1D","Entiat River",2015,-120.31095,47.67564,"Depositional","Island_braided",1021.81897,0.99,-0.66,-0.6,620.09003,1047.7793,4,447.7577,11.5055,6600.0411,7,1904.0998,72.4743,2,431.5239,16.0202,0.9223,1.0646,346.0581,9104.4184,2783.3816,26.3089,1.4939,0.1766,0.1239,22.9171,6.7728,1.1559,2.0228,0.5779,0.4929,0.6603,1106.2952,0,12.1481,0,0,2.404,3,94,303,74,0.3626,2.4692,0,96.0275,1.2104,4.0422,0,0,13,13,3.75659462963011,35.3137,35.5014,8.3503,20.8345,13.1510602771004,0.68329640215578,10.9025360211282,1.56522785381641,NA,NA,19,5.49040753561324,NA,NA
"700","Entiat","ENT00001-1D5","2015-09-10","Terraqua Inc.",3312,"1D","Entiat River",2015,-120.31264,47.67835,"Depositional","Island_braided",1021.81897,0.99,-0.66,-0.6,620.09003,853.2921,4,341.2062,14.8963,2694.3122,3,799.8187,47.0357,3,811.4721,38.0681,0.9929,1.1108,307.4934,5704.5729,1947.6983,18.5519,1,0.1836,0.2216,18.3974,NA,1.3008,0.9756,0.9756,0.5531,0.1949,0,0,0,0,0,2.0824,19,95,305,86.4,0.2502,0.5756,0,99.1742,0,0.8258,0,0,10,10,3.25210232154576,25.187,38.7658,9.3867,26.6605,15.664554311458,13.5716802635079,0.64368720197932,1.44918684597076,NA,NA,9,2.92689208939119,NA,NA
"701","Entiat","ENT00001-1D7","2015-08-19","Terraqua Inc.",3313,"1D","Entiat River",2015,-120.31362,47.68351,"Depositional","Island_braided",1021.81897,0.99,-0.66,-0.6,620.09003,0,0,0,0,6221.0938,1,2181.8137,100,0,0,0,0.978,1.0992,306.9106,6220.5757,2181.8139,20.2684,1,0.1466,0.1479,20.1589,NA,0,0.3258,0,0.526,NA,0,0,0,0,0,2.2655,21,152,332,69.5,0,5,0,95,0,5,0,0,1,1,0.325827781770978,45,35,10,10,0.901597821672101,NA,0.901597821672101,NA,NA,NA,3,0.977483345312935,NA,NA
"702","Entiat","ENT00001-1D8","2015-08-20","Terraqua Inc.",3314,"1D","Entiat River",2015,-120.31515,47.68611,"Depositional","Island_braided",1021.81897,0.99,-0.66,-0.6,620.09003,250.3536,3,101.6624,3.3233,7282.9737,2,2640.6677,96.6767,0,0,0,1.0645,1.0829,316.5428,7534.1647,2742.33,23.8014,1,0.1496,0.1541,22.5887,NA,0.9477,0.6318,0,0.5377,0.3463,0,0,0,0,0,2.5198,36,173,324,72,0.1134,0,0.1134,99.7733,0,0.2267,0,0,5,5,1.57956522783017,40.9828,10.6655,28.5329,19.8188,1.17960128257908,NA,0.0794430242276519,1.10015825835143,NA,NA,6,1.8954782733962,NA,NA
"703","Entiat","ENT00001-1E1","2015-09-09","Terraqua Inc.",3315,"1E","Entiat River",2015,-120.31891,47.69315,"Depositional","Straight",944.83502,0.99,-0.66,-0.6,581.65002,1722.0688,5,868.1451,22.0477,3407.6101,5,1074.2004,43.6277,1,181.2617,10.2564,1.3105,1.1465,305.9188,7810.6637,2344.0628,25.5318,1.7612,0.228,0.3177,15.07,8.6212,1.6344,1.6344,0.3269,0.6195,0.3617,1444.2369,1879.8909,42.5588,0.3269,220.4558,2.8481,0.6959,114,279,82.3,5.6372,3.6992,0,84.9882,5.6754,15.0118,2970,38.0249,11,11,3.59572540164253,32.16,34.6029,17.7973,15.4398,25.2698167701761,2.32949095263683,13.9142630884002,8.18847485778382,4.484,9.9,40,13.0753650968819,0.0323615286147828,0.000574086937067845
"704","Entiat","ENT00001-1E2","2015-09-11","Terraqua Inc.",3316,"1E","Entiat River",2015,-120.32046,47.6953,"Depositional","Straight",944.099,0.99,-0.66,-0.6,581.53998,932.3776,1,517.8132,13.7895,5829.1446,2,1924.1739,86.2105,0,0,0,1.0792,1.1954,328.2811,6761.1775,2441.9873,20.5957,1,0.2241,0.2638,20.856,NA,0.3046,0.6092,0,0.6136,0.8432,0,0,0,0,0,2.0132,58,149,296,86.4,10.2253,3.1786,1.1319,85.4641,0,14.5359,0,0,3,3,0.913850964920003,54.5359,28.1786,10.6895,6.5961,3.39670097263557,NA,3.39670097263557,NA,NA,NA,8,2.43693590645334,NA,NA
"705","Entiat","ENT00001-1E3","2015-09-12","Terraqua Inc.",3317,"1E","Entiat River",2015,-120.32265,47.69744,"Depositional","Straight",943.98102,0.99,-0.66,-0.6,581.52002,343.7101,1,147.6877,5.1338,6007.0449,2,1964.5863,89.7231,0,0,0,0.908,1.1205,304.4606,6695.0938,2129.3417,21.99,1,0.1861,0.2034,20.5116,NA,0.3284,0.6569,0,0.559,0.8287,0,344.3386,5.1431,0.3284,17.0681,2.1857,2,90,280,87.6,3.5585,0,3.5585,92.883,0,7.117,2000,29.8726,3,3,0.985349171616951,5.7233,38.9176,11.7121,43.647,3.28295018583439,0.0353429173528852,2.38750203178169,NA,NA,NA,10,3.28449723872317,NA,NA
"706","Entiat","ENT00001-1F9","2015-09-11","Terraqua Inc.",3318,"1F","Entiat River",2015,-120.33969,47.71523,"Depositional","Confined",909.51898,0.99,-0.66,-0.6,576.32001,932.4318,1,772.2141,12.454,5560.6906,3,1790.5726,74.2713,0,0,0,1.3982,1.2544,311.8432,7483.8659,2720.9809,23.9988,1.4472,0.2837,0.2992,21.0554,9.2873,0.3207,0.962,0,0.6882,1.3411,0,993.8707,13.2746,0.3207,158.1943,2.6167,19,152,403,79.5,0,2.9697,0,96.3594,0.6709,3.6406,786,10.4982,4,4,1.28269591897466,29.5337,38.0791,10.7475,21.6397,7.4812049620885,NA,3.32384900979515,2.76915684450672,14.076,11.2,8,2.56539183794933,0.0359154857312906,0.00188084610121087
"707","Entiat","ENT00001-1G19","2015-09-14","Terraqua Inc.",3319,"1G","Entiat River",2015,-120.38444,47.77876,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7906.5183,1,2609.3197,100,0,0,0,1.1641,1.1227,312.8608,7902.5034,2609.0952,25.2589,1,0.1548,0.2416,25.1094,NA,0,0.3196,0,0.4845,NA,0,0,0,0,0,2.2897,3,45,227,64.7,5,5,0,90,0,10,0,0,1,1,0.31963096687089,50,20,10,20,6.56592864600267,NA,6.56592864600267,NA,NA,NA,11,3.51594063557979,NA,NA
"708","Entiat","ENT00001-1G2","2015-09-13","Terraqua Inc.",3320,"1G","Entiat River",2015,-120.36248,47.73985,"Depositional","Island_braided",649.51599,1.68,-0.86,-0.59,441.89001,1236.6938,3,500.0229,16.2544,6371.647,1,1810.7644,83.7456,0,0,0,0.8939,1.1525,313.1545,7608.0413,2310.7872,24.2949,1,0.1377,0.2348,24.3678,NA,0.958,0.3193,0,0.4551,0.3351,0,0,0,0,0,1.6485,1,189,315,65.2,0,4.6178,0,95.3822,0,4.6178,0,0,4,4,1.27732477099962,30.1506,40.9207,7.5419,21.3868,4.59879684401252,NA,NA,4.59879684401252,NA,NA,2,0.638662385499809,NA,NA
"709","Entiat","ENT00001-2A1","2015-09-14","Terraqua Inc.",3321,"2A","Entiat River",2015,-120.40314,47.79886,NA,NA,NA,NA,NA,NA,NA,6435.8982,5,4411.9592,95.3894,0,0,0,0,0,0,0,0.126,1.7332,357.8566,6709.9345,4442.2766,18.7503,1,0.4687,0.3002,17.9703,NA,1.3972,0,0,1.0695,1.1977,0,311.0751,4.6106,0.2794,47.8233,1.7936,NA,NA,NA,55.4,0.6057,0.5026,0,98.8917,0,1.1083,600,8.8929,5,5,1.39720770833904,0,3.0934,68.8505,28.0561,33.1044014257092,NA,NA,31.8464684573036,210.32,75,88,24.5908556667671,0.209581156250856,0.03134456826665
"710","Entiat","ENT00001-2A5","2015-09-28","Terraqua Inc.",3322,"2A","Entiat River",2015,-120.41121,47.80593,"Depositional","Island_braided",537.16901,1.68,-0.86,-0.59,424.28,6008.9727,6,3045.8222,79.5071,376.1507,1,59.6382,4.977,2,321.375,15.5159,0.1493,1.2658,359.8111,7557.7798,3426.835,21.0049,1,0.3217,0.2008,18.4883,NA,1.6675,0.2779,0.5558,0.7556,1.1046,0,0,0,0,0,1.5652,1,29,59,45,1.7229,1.8374,0,87,9.4397,13,0,0,9,9,2.50131249425046,2.1172,7.0803,47.0707,43.7318,18.0504831907184,0.928733328217483,1.81309166020301,15.3086582022979,79.188,42.3,49,13.6182569131414,0.117561687229771,0.0104776802309059
"711","Entiat","ENT00001-2A9","2015-09-26","Terraqua Inc.",3323,"2A","Entiat River",2015,-120.41684,47.81457,NA,NA,NA,NA,NA,NA,NA,3713.2978,4,2058.9674,68.036,0,0,0,0,1,563.4584,31.964,0.1243,1.2067,320.562,5450.8862,2621.8688,17.0042,1,0.3237,0.1484,16.9677,NA,1.2478,0,0.312,0.7768,1.0142,0,0,0,0,0,1.818,3,28,67,56.5,2.1123,4.3325,1.3,92.2552,0,7.7448,0,0,5,5,1.55976067032275,0,4.5359,46.474,48.9901,9.55538182136074,4.89969466138253,NA,4.65568715997821,22.33,19.5,18,5.61513841316188,0.0608306661425871,0.00409658157970717
"712","Entiat","ENT00001-2C10","2015-09-23","Terraqua Inc.",3324,"2C","Entiat River",2015,-120.41694,47.83752,NA,NA,NA,NA,NA,NA,NA,4756.5269,2,1930.4145,82.168,1032.2527,2,209.0794,17.832,0,0,0,0.1119,1.0684,310.2804,5801.3305,2139.4934,18.6971,1,0.2403,0.2352,18.6679,NA,0.6446,0.6446,0,0.6425,0.9498,0,0,0,0,0,1.6639,0.0872,34,79,39.4,3.4978,0,0,96.5022,0,3.4978,0,0,4,4,1.28915651778198,0,17.4656,14.5843,67.9501,5.36817995346013,NA,0.238761041672824,5.1294189117873,NA,NA,19,6.12349345946441,NA,NA
"713","Entiat","ENT00001-2C13","2015-09-29","Terraqua Inc.",3325,"2C","Entiat River",2015,-120.41739,47.84423,"Depositional","Island_braided",485.92899,1.68,-0.86,-0.59,409.26001,5210.7613,4,1862.0547,68.0065,1028.6299,2,182.6066,13.4248,1,302.7062,18.5687,0.1091,1.0951,328.6935,7662.1511,2347.368,23.3109,1,0.209,0.1812,21.8928,NA,1.2169,0.6085,0.3042,0.5292,0.317,0,0,0,0,0,1.5308,9,43,71,57.1,1.6346,1.6648,0,96.7006,0,3.2994,0,0,7,7,2.12964357372446,1.1699,28.627,23.7922,46.4109,7.48193852397311,1.68663470191439,NA,5.79530382205872,NA,NA,22,6.69316551741972,NA,NA
"714","Entiat","ENT00001-2C6","2015-09-23","Terraqua Inc.",3326,"2C","Entiat River",2015,-120.4221,47.82919,NA,NA,NA,NA,NA,NA,NA,2799.4243,6,1799.6776,38.5958,592.6229,2,53.08,8.1705,3,1747.1087,52.6289,0.1618,3.9672,328.2459,7255.9907,3610.9116,22.1053,1,0.3782,0.3218,16.6157,NA,1.8279,0.6093,0.9139,0.7199,1.1013,1648.7754,43.8693,23.3366,0.3046,11.0455,1.6178,0.147,19,51,46.8,25.8849,7.1846,0,65.938,0.9925,34.062,360,4.9633,11,11,3.35114619862731,1.0933,2.0386,37.3778,59.4902,141.447310323259,25.5939702271643,20.7195803092083,94.1472211538432,61.2415,34.15,164,49.962543324989,0.104037856984657,0.00844012934029808
"715","Entiat","ENT00001-3A5","2015-09-24","Terraqua Inc.",3328,"3A","Entiat River",2015,-120.42434,47.86552,"Depositional","Island_braided",475.19901,2.26,-1.66,-0.33,406.35001,6243.4807,7,2912.1716,86.2599,772.5608,1,158.2866,10.6737,1,66.3628,3.0664,0.2133,1.4394,364.3079,7259.5141,3136.8212,19.9269,1,0.3096,0.2696,19.243,NA,1.9215,0.2745,0.2745,0.7447,0.9475,0,0,0,0,0,1.4215,9,44,101,49.4,0.9197,2.9451,0,95.9485,0.1867,4.0515,0,0,9,9,2.47043778078927,2.0889,19.7392,24.2427,53.3956,13.9850470978764,NA,0.790012377607408,13.195034720269,148.305,61.8,29,7.96029951587654,0.169636727614197,0.0204290532337419
"716","Entiat","ENT00001-3A8","2015-09-27","Terraqua Inc.",3329,"3A","Entiat River",2015,-120.42725,47.87166,"Depositional","Island_braided",470.26501,2.26,-1.66,-0.33,405.03,3472.7308,3,1328.2864,50.8535,686.8673,1,145.9396,10.0583,1,613.2769,39.0882,0.3376,1.291,350.761,6828.3499,2087.5025,19.4672,1,0.198,0.1461,19.3878,NA,0.8553,0.2851,0.2851,0.4939,0.677,0,0,0,0,0,1.3841,12,58,150,27,1.4522,0.7688,0,97.779,0,2.221,0,0,5,5,1.42547204506772,0,40.2921,17.3615,42.3464,12.1139537833065,0.405736691211122,2.50409281834172,9.20412427375368,23.565,16.5,30,8.55283227040634,0.0470405774872349,0.00345105337967523
"717","Entiat","ENT00001-3C1","2015-09-27","Terraqua Inc.",3330,"3C","Entiat River",2015,-120.43682,47.88404,"Depositional","Island_braided",448.08401,2.26,-1.66,-0.33,393.01999,4590.0314,3,2011.1746,76.6474,618.8605,1,193.8825,10.3341,0,0,0,0.2891,1.146,297.2246,6246.6678,2384.2794,21.0167,1,0.3343,0.2179,17.2119,NA,1.0093,0.3364,0,0.6966,1.0492,0,779.6086,13.0184,0.3364,179.2223,1.6178,3,46,91,56.6,0.594,4.406,0,95,0,5,4400,73.4742,4,4,1.34578362625435,4.406,27.6005,14.9112,53.0824,30.645460362383,NA,0.71392693052828,15.4537361656425,58.625,33.2,40,13.4578362625435,0.111700040979111,0.00938500363345719
"718","Entiat","ENT00001-3D1","2015-08-19","Terraqua Inc.",3331,"3D","Entiat River",2015,-120.44788,47.89001,NA,NA,NA,NA,NA,NA,NA,4056.5027,6,1475.1975,58.5418,2872.7354,2,558.1942,41.4582,0,0,0,0.4821,1.2395,302.1754,6929.2388,2033.3919,22.9312,1,0.2033,0.22,22.9851,NA,1.9856,0.6619,0,0.5226,0.5338,0,0,0,0,0,2.0328,19,70,159,45.6,2.6685,0.1424,0,96.1031,1.086,3.8969,0,0,8,8,2.64746898655549,5.8813,23.0836,24.1081,46.6807,12.0139490351611,NA,4.42503928133328,7.58890975382784,2.75,2.5,34,11.2517431928608,0.00827334058298591,0.000396868989419155
"719","Entiat","ENT00001-3F1","2015-08-20","Terraqua Inc.",3332,"3F","Entiat River",2015,-120.47316,47.90245,"Source","Cascade",417.12201,-0.16,-1.92,-0.06,376.32999,1188.7004,2,769.624,18.13,1261.2875,2,306.9639,19.2371,2,1076.0418,51.7387,0.3739,1.1932,310.8623,6556.9108,2279.492,21.0927,1.4884,0.2708,0.2811,17.8593,5.628,0.6434,0.6434,0.6434,0.6048,0.8339,0,714.2923,10.8943,0.3217,126.8622,1.4838,32,69,116,47.5,0,0,0,100,0,0,600,9.1512,6,6,1.93011503807313,2.8151,58.8834,11.7063,26.5953,2.03447969450148,NA,0.142502642766833,0.151919566745968,21.174,15.6,7,2.25180087775198,0.0501829909899013,0.00322926461040159
"720","Entiat","ENT00001-Mad14","2015-08-06","Terraqua Inc.",3333,"Mad River","Mad River",2015,-120.39278,47.7455,"Depositional","Confined",230.50301,1.36,-1.6,-0.31,128.64999,635.8635,3,202.6849,28.7561,1575.3634,3,307.7985,71.2439,0,0,0,1.2999,1.0537,203.2378,2210.9454,510.4834,10.8786,1,0.139,0.1912,10.6479,NA,1.4761,1.4761,0,0.358,0.5458,0,0,0,0,0,0.54,15,79,174,81,4.1359,5.8028,0,85.0614,5,14.9386,0,0,6,6,2.95220672532373,13.2167,39.1911,9.7165,37.5102,1.17606306385297,NA,0.877611761761943,0.29845130209103,2.38,6.5,6,2.95220672532373,0.0319822395243405,0.00107646258473864
"721","Entiat","ENT00001-Mad23","2015-08-05","Terraqua Inc.",3334,"Mad River","Mad River",2015,-120.40903,47.75343,"Depositional","Confined",171.995,1.36,-1.6,-0.31,100.47,217.405,2,67.8331,11.5902,1540.3777,4,323.4337,82.1197,1,30.7225,6.2901,1.8242,1.1398,206.2573,1875.7702,421.9892,9.0943,1,0.1299,0.2203,8.9568,NA,0.9697,1.9393,0.4848,0.3773,0.3349,0,0,0,0,0,0.4712,6,81,188,82.6,3.383,2.619,0,94.1132,0,6.002,0,0,7,7,3.39381927330572,14.0924,33.8584,13.0544,38.6803,3.15401765253474,NA,0.719621067212912,2.43439658532183,NA,NA,12,5.81797589709552,NA,NA
"722","Entiat","ENT00001-Mad4","2015-08-07","Terraqua Inc.",3335,"Mad River","Mad River",2015,-120.37086,47.73622,"Depositional","Straight",236.3,1.36,-1.6,-0.31,130.06,253.262,1,104.3642,8.7548,2639.5628,1,620.5097,91.2452,0,0,0,1.6203,1.0671,281.0023,2892.8247,724.8738,10.2947,1,0.1325,0.1631,10.2865,NA,0.3559,0.3559,0,0.3647,0.3196,0,0,0,0,0,0.8417,6,71,307,100,0,4.5623,0,95.4377,0,4.5623,0,0,2,2,0.711737946628907,23.6868,33.6868,18.0642,24.5623,1.50755606667813,NA,1.50755606667813,NA,5.276,7.4,4,1.42347589325781,0.0263343040252695,0.00182382292297214
"723","Entiat","ENT00001-Sanray","2015-07-11","Terraqua Inc.",3336,"IMW Side Channel Restoration","Entiat River",2015,-120.30809,47.67251,"Depositional","Island_braided",1021.81897,0.99,-0.66,-0.6,620.09003,14.7031,1,2.7754,3.2309,162.2926,4,13.1309,35.663,3,23.0873,61.1061,1.4302,1.0461,119.4767,454.4583,38.9936,3.8037,1.27,0.0553,0.3322,3.5162,1.5958,0.837,3.3479,2.5109,0.1465,0.2542,69.7821,0,15.3343,0,0,0.0258,0.026,13,122,61.6,0.2479,9.8653,0,89.8868,0,10.1132,0,0,8,8,6.69586622328873,4.7383,12.8285,68.734,13.6993,2.26668501770443,2.26668501770443,NA,NA,NA,NA,11,9.206816057022,NA,NA
"724","Entiat","ENT00001-Wilson","2015-07-12","Terraqua Inc.",3337,"IMW Side Channel Restoration","Entiat River",2015,-120.32042,47.69547,"Depositional","Straight",943.98102,0.99,-0.66,-0.6,581.52002,1096.25,6,388.5359,88.6707,90.0137,3,10.7966,7.2808,1,8.7916,4.0485,1.3633,1.0677,207.601,1236.4366,408.1242,5.9558,1,0.3043,0.5841,5.6748,NA,2.8902,1.4451,0.4817,0.4853,0.6606,0,0,0,0,0,0.0401,0.0322,21,112,57.8,16.3254,12.1089,0,71.5657,0,28.4343,0,0,10,10,4.81693248105741,0.5476,2.7554,93.6817,3.0153,23.5177976711589,0.292340904379798,0.442304829698907,22.7831519370802,NA,NA,70,33.7185273674019,NA,NA
"725","Entiat","ENT201301-Tyee Side","2015-07-13","Terraqua Inc.",3338,"IMW Side Channel Restoration",NA,2015,-120.42573,47.8706,NA,NA,NA,NA,NA,NA,NA,518.3632,11,112.5132,31.6738,130.6821,4,6.6798,7.9851,5,75.2095,38.4713,0.3076,1.1353,350.6415,1549.1276,221.7039,4.418,1,0.1405,0.3236,3.4411,NA,3.1371,1.1408,1.426,0.2032,0.2514,0,357.9145,21.8698,0.2852,29.458,0.0164,4,46,86,87.5,8.7606,0.8745,0,90.3649,0,9.6351,300,18.331,20,20,5.7038314061513,0.3137,10.8746,47.9466,40.8651,21.4344717086812,9.91840856044631,NA,11.5160631482349,49.876,75.6,29,8.27055553891938,0.215604827152519,0.0321961857757876
"726","Entiat","ENT201301-Harrison Side","2015-07-08","Terraqua Inc.",3339,"IMW Side Channel Restoration",NA,2015,-120.29219,47.6707,NA,NA,NA,NA,NA,NA,NA,1222.7851,19,394.6324,42.2592,426.1265,5,69.5389,14.7268,10,237.0598,31.1048,0.8744,1.1773,531.2751,2892.2903,740.3805,5.4441,1.2207,0.1796,0.2857,4.2566,2.7922,3.5763,0.9411,1.8823,0.4515,0.2415,186.9531,344.5958,18.3702,1.1294,39.149,0.091,0.1015,17,125,55.2,15.3773,12.5746,0.1246,64.8691,7.0545,35.1309,232,8.0179,34,34,6.39969763310948,0.8665,4.2989,71.6205,23.2141,26.0010224602991,6.53412002038507,0.55218203275821,18.9147204071558,10.3,23,70,13.1758480681666,0.0432920722239759,0.00356119162727199
"727","Entiat","ENT201301-3D Side","2015-07-14","Terraqua Inc.",3340,"IMW Side Channel Restoration",NA,2015,-120.44823,47.89149,NA,NA,NA,NA,NA,NA,NA,1888.0049,3,517.6139,100,0,0,0,0,0,0,0,0.006,1.3733,246.356,1890.0608,517.6139,7.6721,1,0.1939,0.376,6.2364,NA,1.2177,0,0,0.5279,0.3231,0,0,0,0,0,NA,NA,NA,NA,49.8,24.2272,9.7629,0,61.0713,4.9386,38.9287,0,0,3,3,1.21774992287584,0.1757,0.1757,94.8857,4.7629,142.304683159749,NA,NA,142.304683159749,NA,NA,107,43.4330805825716,NA,NA
"728","Lemhi","CBW05583-019295","2015-07-08","Quantitative Consultants Inc",3342,"Agency","Agency Creek",2015,-113.54374,44.95906,"Transport","Pool-riffle",67.841,-0.42,-1.03,1.8,10.82,246.1269,11,72.9232,51.1289,168.6578,8,21.9964,35.036,3,14.6795,13.8351,1.1389,1.3879,120.3247,833.1568,109.5992,6.9242,1,0.1854,0.248,3.98,NA,9.1419,6.6487,2.4933,0.3172,0.2671,0,0,0,0,0,0.0975,4,14,27,83,17.7028,31.1761,0,59.2666,0.3177,49.1966,0,0,22,22,18.2838602547939,1.2072,0.9092,55.7161,42.1675,1.61583105748411,NA,0.077872227900857,1.53795882958325,7.175,18,10,8.31084557036086,0.149595220266496,0.00861182432886583
"729","Lemhi","CBW05583-035679","2015-07-10","Quantitative Consultants Inc",3343,"Agency","Agency Creek",2015,-113.527282,44.971717,NA,NA,NA,NA,NA,NA,NA,282.0384,14,67.4812,64.6394,154.2874,7,17.8018,35.3606,0,0,0,1.1707,1.4499,126.5144,436.329,85.283,3.4488,1,0.1268,0.2351,3.4001,NA,11.0659,5.533,0,0.2834,0.2823,0,0,0,0,0,0.1574,7,16,46,75.8,12.5982,10.4972,0,76.5001,0.4045,23.4999,0,0,21,21,16.5989009946694,1.1504,8.0181,20.7212,70.1104,2.16765180708715,NA,0.14957122623741,2.01808058084974,56.453,70,11,8.6946624257792,0.553296699822313,0.129381728007994
"730","John Day","CBW05583-289522","2015-07-21","Confederated Tribes Of Warm Springs",3348,"AEM-Middle Fork John Day-Depositional","Middle Fork John Day River",2015,-118.53036,44.59968,"Depositional","Island_braided",282.48901,-0.34,-0.76,0.83,77.97,148.162,3,45.5467,15.0511,236.8779,2,44.1812,24.0634,4,153.1111,60.8854,0.4326,1.159,198.369,984.3708,242.839,4.9623,1,0.1311,0.2135,4.9114,NA,1.5123,1.0082,2.0164,0.3403,0.2354,0,0,0,0,0,0.3404,17,53,108,116,1.8021,5.2702,0,90.0675,2.8602,9.9325,0,0,9,9,4.53699922871013,8.0442,29.4495,13.4426,49.0637,0.657896625551507,0.108950433226494,NA,0.548946192325013,NA,NA,6,3.02466615247342,NA,NA
"731","John Day","CBW05583-449266","2015-07-13","Confederated Tribes Of Warm Springs",3349,"AEM-Middle Fork John Day-Depositional","Middle Fork John Day River",2015,-118.55508,44.61151,"Depositional","Island_braided",353.448,-1.04,-0.73,0.71,98.77,1213.1212,8,519.2576,72.3029,368.3648,5,58.2187,21.9548,1,17.9042,5.7423,0.3819,1.389,251.6566,1677.8322,595.3805,6.6672,1,0.2596,0.256,6.652,NA,3.1789,1.9868,0.3974,0.4748,0.5305,0,0,0,0,0,0.3635,15,41,76,114,0,4.8599,0,86.4123,8.7278,13.5877,0,0,14,14,5.56313643274208,5.9469,20.2552,20.3637,53.4342,0.394701847015388,NA,NA,0.394701847015388,9.594,17.8,1,0.397366888053006,0.070731306073435,0.00571809266743122
